iter	RMSE
235	69.13457113
236	68.98040233
237	68.7278534
238	68.46172902
239	68.25066517
240	68.13659617
241	67.7777593
242	67.51407747
243	67.25838058
244	67.04469093
245	66.79692227
246	66.53176452
247	66.2206462
248	66.06112743
249	65.86637524
250	65.65943138
251	65.34180845
252	65.10853755
253	64.79713133
254	64.52344235
255	64.30551968
256	64.06206697
257	63.85301842
258	63.59142714
259	63.36499597
260	63.03141996
261	62.83445668
262	62.70400765
263	62.56777122
264	62.28451767
265	62.0731307
266	61.84979365
267	61.6636044
268	61.51874666
269	61.37089567
270	61.11687563
271	60.83997028
272	60.53776226
273	60.24441345
274	60.09007647
275	59.95339494
276	59.75399362
277	59.46608217
278	59.32482824
279	59.15213885
280	58.98198267
281	58.86856951
282	58.56470383
283	58.3907098
284	57.93967653
285	57.85623991
286	57.72529917
287	57.45219968
288	57.27126506
289	56.97396073
290	56.8076947
291	56.63080707
292	56.53159529
293	56.44207785
294	56.35811173
295	56.28097399
296	56.10590728
297	55.86170182
298	55.67810278
299	55.3820959
300	55.27812307
301	55.19991131
302	55.0542333
303	54.88212617
304	54.59516404
305	54.2625665
306	54.09325914
307	53.90366485
308	53.6451073
309	53.34591048
310	53.10701369
311	52.82461164
312	52.52595639
313	52.41398003
314	52.21227184
315	51.9900416
316	51.91972459
317	51.72356626
318	51.48331642
319	51.30252185
320	51.22402599
321	50.93518269
322	50.76144827
323	50.69031492
324	50.5668362
325	50.51914011
326	50.34178396
327	50.28585395
328	50.07152285
329	49.91617085
330	49.79454506
331	49.70638926
332	49.65192671
333	49.59016805
334	49.33942999
335	49.13039365
336	48.84895488
337	48.63551489
338	48.57661359
339	48.31214683
340	48.23575673
341	48.17896319
342	47.92360615
343	47.88193759
344	47.75198531
345	47.66953052
346	47.48869186
347	47.34222491
348	47.30107457
349	47.15869785
350	47.00521876
351	46.95705553
352	46.7982319
353	46.66039007
354	46.49475914
355	46.35686905
356	46.32483851
357	46.23151841
358	46.140663
359	46.04963621
360	45.87389996
361	45.71637235
362	45.56267719
363	45.50454261
364	45.32584504
365	45.24634833
366	45.08566468
367	44.94561529
368	44.70762677
369	44.49600807
370	44.35984938
371	44.19593585
372	43.99122835
373	43.83869616
374	43.66567373
375	43.61233209
376	43.44371691
377	43.2855977
378	43.23093441
379	43.013772
380	42.87982427
381	42.69518911
382	42.57511114
383	42.39945674
384	42.32337756
385	42.25915214
386	42.07919141
387	41.85528268
388	41.70594508
389	41.58342456
390	41.4179042
391	41.27780884
392	41.07267959
393	40.90601305
394	40.8569077
395	40.76145631
396	40.58602579
397	40.51862539
398	40.41271593
399	40.37508135
400	40.30623181
401	40.18686407
402	40.12045163
403	39.9910062
404	39.87239458
405	39.72283258
406	39.64048107
407	39.60280525
408	39.50160205
409	39.46481021
410	39.3155623
411	39.17293022
412	39.02265192
413	38.94797472
414	38.76402258
415	38.73364533
416	38.62742809
417	38.46588735
418	38.26967676
419	38.22143637
420	38.14008908
421	37.96199238
422	37.82320715
423	37.80404582
424	37.64564437
425	37.48903455
426	37.36044092
427	37.16914723
428	37.14065989
429	36.98648902
430	36.94632193
431	36.8394417
432	36.71763223
433	36.63250825
434	36.54332707
435	36.50950209
436	36.42010733
437	36.23798105
438	36.15948649
439	35.95230418
440	35.86562053
441	35.79068092
442	35.747001
443	35.63656068
444	35.52559094
445	35.45957307
446	35.30448948
447	35.21262252
448	35.17140465
449	35.1406957
450	34.99559457
451	34.86645943
452	34.76212167
453	34.58660841
454	34.41814017
455	34.29233388
456	34.13019508
457	34.02336873
458	33.83070211
459	33.65014789
460	33.53610695
461	33.48337824
462	33.43427746
463	33.38509299
464	33.24861893
465	33.14393267
466	33.09197492
467	32.98201523
468	32.95516369
469	32.85487468
470	32.71330945
471	32.6463015
472	32.54620102
473	32.48920901
474	32.39784897
475	32.29055363
476	32.21405209
477	32.09405036
478	32.06009333
479	31.89509689
480	31.81869575
481	31.68257473
482	31.65790125
483	31.55365501
484	31.38562347
485	31.32575253
486	31.28843924
487	31.25166213
488	31.06953696
489	31.02547528
490	30.94366369
491	30.84941643
492	30.73690344
493	30.63796757
494	30.61514214
495	30.51694808
496	30.42445964
497	30.26659516
498	30.21421481
499	30.10954102
500	30.03363286
501	29.90540417
502	29.84577323
503	29.71587656
504	29.61695424
505	29.55055941
506	29.46345973
507	29.37057024
508	29.22538995
509	29.17607465
510	29.04455272
511	28.9407633
512	28.88581613
513	28.80386243
514	28.75552151
515	28.64470274
516	28.53100212
517	28.39705897
518	28.2568406
519	28.13451723
520	28.05043763
521	27.96591157
522	27.85188872
523	27.81685884
524	27.75898659
525	27.60598763
526	27.53043401
527	27.48498163
528	27.34761825
529	27.2918178
530	27.23745528
531	27.19641326
532	27.15876667
533	27.05872659
534	26.98235373
535	26.8547766
536	26.69770615
537	26.63909886
538	26.54336993
539	26.50193927
540	26.42656601
541	26.41123196
542	26.3362192
543	26.29105751
544	26.16424174
545	26.09583704
546	26.02715808
547	25.97989936
548	25.92313633
549	25.82163862
550	25.76210254
551	25.72378102
552	25.70605978
553	25.68923302
554	25.53821738
555	25.46387829
556	25.35078812
557	25.33284701
558	25.27204148
559	25.15889898
560	25.03628839
561	24.97571787
562	24.86955859
563	24.7519473
564	24.6641424
565	24.57845848
566	24.48525256
567	24.41780704
568	24.34950423
569	24.24633638
570	24.11368608
571	24.02667138
572	23.97595246
573	23.8732822
574	23.82697088
575	23.71531091
576	23.66643095
577	23.59464832
578	23.47422204
579	23.39602688
580	23.38173532
581	23.31051873
582	23.23776996
583	23.12713632
584	23.07693761
585	22.98571163
586	22.96898494
587	22.90538339
588	22.88982838
589	22.79898842
590	22.72535807
591	22.64449772
592	22.62854376
593	22.54235315
594	22.49352812
595	22.44615143
596	22.34429735
597	22.27566031
598	22.15494023
599	22.06197077
600	22.01333817
601	21.99230281
602	21.90436116
603	21.80302405
604	21.78787115
605	21.76678821
606	21.72769539
607	21.63841564
608	21.56394805
609	21.47066131
610	21.43276955
611	21.37508666
612	21.34297415
613	21.2809357
614	21.16202713
615	21.09417089
616	21.04279545
617	20.98889776
618	20.9214962
619	20.86346065
620	20.80799019
621	20.75525923
622	20.67462984
623	20.5777052
624	20.56379522
625	20.51009225
626	20.40667571
627	20.35365886
628	20.31159987
629	20.19145589
630	20.12260863
631	20.07999713
632	19.96995554
633	19.90923632
634	19.89047702
635	19.77346623
636	19.73954522
637	19.65754879
638	19.58562171
639	19.48406352
640	19.46372276
641	19.44508286
642	19.39649935
643	19.31262468
644	19.28342894
645	19.19192592
646	19.10197332
647	19.02285314
648	18.9827263
649	18.91861051
650	18.85871656
651	18.82319203
652	18.76205113
653	18.70569627
654	18.64335478
655	18.60267256
656	18.58634517
657	18.55155786
658	18.4843409
659	18.41472881
660	18.33475206
661	18.24747337
662	18.22188563
663	18.18958605
664	18.09012621
665	18.05462562
666	17.99156638
667	17.91740741
668	17.85061668
669	17.81140247
670	17.76459958
671	17.7286335
672	17.65642942
673	17.62940499
674	17.55546591
675	17.53632878
676	17.48558346
677	17.41452769
678	17.3525471
679	17.26525751
680	17.23343678
681	17.14615232
682	17.1103376
683	17.04995415
684	17.00043801
685	16.95529871
686	16.91284012
687	16.86786979
688	16.82945979
689	16.78265662
690	16.72016803
691	16.69065679
692	16.62024726
693	16.57692813
694	16.56106503
695	16.54022311
696	16.49607132
697	16.42240321
698	16.36777437
699	16.33095028
700	16.29373471
701	16.24674423
702	16.20181391
703	16.14983024
704	16.09122785
705	16.02823538
706	16.00172342
707	15.91411265
708	15.87309043
709	15.7907786
710	15.7167343
711	15.67427406
712	15.61643335
713	15.545155
714	15.52648786
715	15.43490517
716	15.41377301
717	15.3524498
718	15.29450292
719	15.25800367
720	15.20316239
721	15.14541906
722	15.09345334
723	15.0686469
724	15.04772837
725	14.98826522
726	14.9395736
727	14.89916326
728	14.8559377
729	14.81670361
730	14.77696237
731	14.75460062
732	14.66623027
733	14.63598848
734	14.62562372
735	14.57357859
736	14.52984305
737	14.50997504
738	14.49342198
739	14.4322284
740	14.38553674
741	14.34762352
742	14.27833168
743	14.23750022
744	14.18928415
745	14.13307325
746	14.065178
747	14.03684303
748	14.01254604
749	13.97584368
750	13.94721996
751	13.89916419
752	13.85373085
753	13.78749312
754	13.77804698
755	13.70315097
756	13.64553185
757	13.60466664
758	13.54038347
759	13.47109567
760	13.45400703
761	13.37837762
762	13.31030113
763	13.25377296
764	13.23602032
765	13.16613918
766	13.13321359
767	13.10001792
768	13.07497125
769	13.04258066
770	12.99121562
771	12.91485344
772	12.88404462
773	12.83431852
774	12.77776957
775	12.71611205
776	12.63962877
777	12.5958214
778	12.54213397
779	12.49988932
780	12.49089851
781	12.44983055
782	12.40979903
783	12.38702369
784	12.37538098
785	12.34787848
786	12.31185818
787	12.29635619
788	12.24418671
789	12.21322221
790	12.18261801
791	12.12838711
792	12.07044518
793	12.0408397
794	12.01867643
795	11.97055061
796	11.93258682
797	11.87591113
798	11.84377224
799	11.83113376
800	11.77895138
801	11.7540458
802	11.70954743
803	11.6698012
804	11.63188612
805	11.6216041
806	11.60506896
807	11.59179395
808	11.54885813
809	11.52579704
810	11.49725175
811	11.44772352
812	11.37823318
813	11.336374
814	11.31257315
815	11.25886425
816	11.22755451
817	11.19823703
818	11.18809644
819	11.13164168
820	11.07193603
821	11.0653791
822	11.03478383
823	10.99012396
824	10.95283645
825	10.92773358
826	10.86753812
827	10.83212282
828	10.8265607
829	10.80689511
830	10.79895534
831	10.75006484
832	10.71461674
833	10.67633336
834	10.64984696
835	10.62023482
836	10.57503321
837	10.52763187
838	10.49733711
839	10.46223578
840	10.4201787
841	10.40989298
842	10.37495735
843	10.32192026
844	10.31398012
845	10.27374058
846	10.23692268
847	10.22779504
848	10.20544249
849	10.17812379
850	10.1482984
851	10.13187475
852	10.10622854
853	10.08034184
854	10.07175935
855	10.05628878
856	10.00768876
857	9.976094227
858	9.956007557
859	9.892104665
860	9.857801952
861	9.852887489
862	9.810847059
863	9.767556246
864	9.735203738
865	9.709745717
866	9.676645989
867	9.637608087
868	9.619728382
869	9.610360748
870	9.560091291
871	9.52597332
872	9.496084351
873	9.444703854
874	9.40554953
875	9.400098687
876	9.364595619
877	9.337991589
878	9.329753924
879	9.289055366
880	9.255044956
881	9.214287532
882	9.173551534
883	9.139822502
884	9.132592979
885	9.112704078
886	9.082406257
887	9.058111663
888	9.046289094
889	9.004520377
890	8.977578694
891	8.934470483
892	8.909743996
893	8.878142475
894	8.841056573
895	8.830525583
896	8.79711744
897	8.787963519
898	8.751383955
899	8.720428456
900	8.681300356
901	8.64137609
902	8.618770047
903	8.559832548
904	8.526534176
905	8.498684806
906	8.47817222
907	8.451051143
908	8.433404203
909	8.396569645
910	8.381619467
911	8.369743758
912	8.352098027
913	8.328931253
914	8.292524781
915	8.269246056
916	8.231312525
917	8.226761231
918	8.179406068
919	8.162721754
920	8.133180641
921	8.127232487
922	8.123344296
923	8.089304847
924	8.073274018
925	8.044195575
926	8.035158083
927	8.019564282
928	7.991425838
929	7.961366236
930	7.944657739
931	7.940180169
932	7.903919907
933	7.861977107
934	7.834404002
935	7.809489354
936	7.778722227
937	7.768835446
938	7.739542859
939	7.718136742
940	7.702347719
941	7.666638687
942	7.647856786
943	7.637455181
944	7.610855678
945	7.600295115
946	7.569853699
947	7.552603706
948	7.530438963
949	7.527548852
950	7.485943042
951	7.461659443
952	7.431633559
953	7.423449866
954	7.379305403
955	7.372965453
956	7.344490563
957	7.308868339
958	7.294430039
959	7.272565677
960	7.245229919
961	7.210348546
962	7.189072221
963	7.171156816
964	7.151775258
965	7.147913885
966	7.135891079
967	7.124201747
968	7.100906245
969	7.078777238
970	7.056673074
971	7.0264409
972	6.999915094
973	6.978264267
974	6.966397666
975	6.939669866
976	6.910807782
977	6.894484659
978	6.86767267
979	6.839017438
980	6.834917667
981	6.818802211
982	6.80725451
983	6.78619386
984	6.750188725
985	6.737851774
986	6.708042866
987	6.689014932
988	6.660399917
989	6.648271775
990	6.644380587
991	6.632568905
992	6.602694729
993	6.578761279
994	6.546682297
995	6.52148576
996	6.517768688
997	6.500504232
998	6.478574588
999	6.471422048
